sf_id,company_name,industry,sub_industry,annual_revenue,employee_count,headquarters,full_name,title,department,role_type,authority_level,budget_authority,veto_power,tenure,previous_role,education,key_priorities,pain_points,source_file,extraction_confidence,m_a_score,m_a_rationale,ransomware_score,ransomware_rationale,overall_priority,engagement_approach,extraction_date,psi_version
A-029638,Pepco Holdings,,,,,,"""K.C.""","VP & CIO, Pepco Holdings",Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Pepco_Holdings_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-029638,Pepco Holdings,,,,,,David Bell,"Director, Cyber Defense Operations (Exelon)",Technology,CIO/CTO,Executive Decision Maker,Yes,No,,Pepco Holdings cybersecurity,University of Delaware,,,Pepco_Holdings_GTM_Part_3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CTO role, Operational responsibility",Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-029827,Kamo Electric,Involvement:** Ted Hilmes serves as OAEC Trustee (Oklahoma Association of Electric Cooperatives),,,,,Board Governance,Structure:** Cooperative governance model with elected board of directors,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Organization_Foundation.md,0.9,70,M&A relevance: COO role,100,Ransomware impact: COO role,Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Key Board Characteristics:,"Diverse industrial and technology sector experience (Magna, Lam Research, Xylem, Chemours)",Technology,CIO/CTO,Executive Decision Maker,No,No,,,,with awareness of cybersecurity business impact,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Technology and Operations Integration:,CDIO digital transformation initiatives require CFO financial approval and CEO strategic alignment,Finance,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,85,Ransomware impact: CEO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Phase 2 Success Criteria:,CFO budget approval and procurement authorization for comprehensive program,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Vijay Sankaran,Chief Digital and Information Officer (Primary Champion),Technology,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Marc Vandiepenbeeck,Executive Vice President & Chief Financial Officer (Financial Gatekeeper),Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Joakim Weidemanis,Chief Executive Officer (Strategic Sponsor),Executive,CEO/President,Executive Decision Maker,Yes,Yes,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Carl Erickson,Chief Information Security Officer (Technical Validator),Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-029867,Johnson Controls,,,,,,Katie McGinty,Chief Sustainability and External Relations Officer (Mission Alignment),Executive,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Johnson_Controls_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Key Activities:,"Executive briefings with CEO, CIO, and CISO",Technology,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,95,Ransomware impact: CISO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,David B. Burritt,President & Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,May 2017,ly President/COO and CFO at U.S. Steel (2013-2017),MBA,"**: ""Best for All®"" strategy, digital transformation, carbon neutrality by 2050",,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Steven D. Bugajski,Chief Information Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,July 2019,Experience**: Senior IT leadership roles in healthcare sector,ms,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Information Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Greg Maier,Chief Information Security Officer & General Manager of Infrastructure,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,**: Critical infrastructure protection and industrial cybersecurity,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Daniel R. Brown,SVP Advanced Technology Steelmaking & COO Big River Steel Works,Technology,COO,Executive Decision Maker,Yes,No,,,,**: Big River Steel 2 ramp-up and advanced manufacturing optimization,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,70,M&A relevance: COO role,100,Ransomware impact: COO role,Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,"Robert C. Rudge, Jr.",Vice President & Chief Safety and Security Officer,Security,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Jessica T. Graziano,Senior Vice President and Chief Financial Officer,Executive,CFO,Ultimate Decision Maker,Yes,Yes,August 2022,"ly CFO at United Rentals, Inc.",MBA,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Duane D. Holloway,"SVP, General Counsel, and Chief Ethics & Compliance Officer",Legal,Other C-Suite,Executive Decision Maker,Yes,No,April 2018,ly senior legal roles at major corporations,,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: General Counsel role,30,Ransomware impact: General stakeholder,Priority 2,Focus on regulatory compliance and liability in M&A context,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Technical,"Level Messaging (CIO, CISO, Operations)",Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,100,"Ransomware impact: CISO role, Operational responsibility",Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-029914,United Steel Corporation,,,,,,Financial,"Level Messaging (CFO, Procurement)",Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,United_Steel_Corporation_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-029952,Enza Zaden,Classification:** Vegetable seed breeding and production,,,"2,000",,2. Threat Intelligence & Market Research,Gather current threat intelligence specific to agricultural sector,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,and requirements,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-029952,Enza Zaden,Classification:** Vegetable seed breeding and production,,,"2,000",,3. Team Preparation & Resource Allocation,Assign dedicated engagement team with agricultural sector expertise,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-029952,Enza Zaden,Classification:** Vegetable seed breeding and production,,,"2,000",,3. Threat Actor Landscape:,Nation-state actors targeting food security infrastructure,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Strategic_Context.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-030287,Friesland Campina,.,,,",",,Farm,to-Factory Security,Technology,CIO/CTO,Executive Decision Maker,No,No,,,ms,,,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-030287,Friesland Campina,.,,,",",,Funding and Capital Management,Recent Funding**: $325 million funding raised October 2024,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Business_Initiatives.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-030734,Consumers Energy,,,,,,Garrick J. Rochow,President & Chief Executive Officer,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Consumers_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-030734,Consumers Energy,,,,,,Tonya L. Berry,Executive Vice President & Chief Operating Officer,Executive,COO,Ultimate Decision Maker,Yes,Yes,,,,,,Consumers_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,100,Ransomware impact: Chief Operating Officer role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-030734,Consumers Energy,,,,,,Shaun M. Johnson,EVP Business Transformation & Chief Legal Officer,Legal,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Consumers_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: Chief Legal Officer role,30,Ransomware impact: General stakeholder,Priority 2,Focus on regulatory compliance and liability in M&A context,2025-06-18 10:14:56,v1.0
A-030734,Consumers Energy,,,,,,Jim G. Beechey,VP IT and Security & Chief Information Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Consumers_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Information Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-030734,Consumers Energy,,,,,,Aaron Rajda,VP Applications and Analytics & Chief Digital Officer,Executive,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Consumers_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-030734,Consumers Energy,,,,,,Angela D. Henderson,VP Supply Chain Services,Operations,VP,Decision Influencer,Yes,No,,,,,,Consumers_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-030922,Evergy,,,,,,Key Activities,CEO strategic briefing on operational excellence and competitive advantage,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Evergy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Influence Network,Reports directly to CEO,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,ms,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Robert Flexon,Lead Independent Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,CEO of Dynegy,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,The Transformation Coalition,CEO champion,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,The Safety Advocates,Chief Safety Officer,Executive,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,"Patricia ""Patti"" Poppe",Chief Executive Officer,Executive,CEO/President,Executive Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Adam Wright,"Executive Vice President, Operations & Chief Operating Officer",Operations,COO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,100,"Ransomware impact: Chief Operating Officer role, Operational responsibility",Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Jason Wells,Executive Vice President & Chief Financial Officer,Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Robert Kenney,Vice President & Chief Information Security Officer,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Marlene Santos,Executive Vice President & Chief Customer Officer,Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Mark Melfie,Senior Vice President & Chief Information Officer,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,90,Ransomware impact: Chief Information Officer role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-033248,Pacific Gas and Electric,,,,,,Anil Bhatt,"Vice President, Grid Technology & Innovation",Technology,VP,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Maria Pope,"President, CEO & Director",Technology,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,90,Ransomware impact: CTO role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Debbie Powell,Senior VP Operations (New 2024),Operations,VP,Decision Influencer,Yes,No,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,95,"Ransomware impact: VP Operations role, Operational responsibility",Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Larry Bekkedahl,SVP Advanced Energy Delivery,Executive,SVP,Decision Influencer,Yes,No,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Campbell Henderson,VP Information Technology & CIO,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,John Kochavatr,VP Information Technology & CIO,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Joe Trpik,Senior VP Finance & CFO,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Keegan Reichert,Director of Cybersecurity,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-033248,Portland General Electric,,,,,,Jim Torgerson,Chairman,Executive,Board Member,Ultimate Decision Maker,No,Yes,,,,,,Portland_General_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: Chairman role,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Patricia K. Poppe,Chief Executive Officer,Executive,CEO/President,Executive Decision Maker,Yes,Yes,to lead PG&E through federal probation period,"Consumers Energy CEO, appointed to lead PG&E through federal probation period",,"**: Federal probation compliance, wildfire liability reduction, operational safety",,PGE_Pacific_Gas_Electric_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Adam L. Wright,Chief Financial Officer,Executive,CFO,Executive Decision Maker,Yes,No,,,,"ed on bankruptcy emergence and liability management; **: Cost management, liability reduction, regulatory compliance costs",,PGE_Pacific_Gas_Electric_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Calvin Crowder,Chief Operating Officer,Executive,COO,Executive Decision Maker,Yes,No,,,,"**: Operational reliability, wildfire system performance, customer service",,PGE_Pacific_Gas_Electric_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,70,M&A relevance: COO position,100,Ransomware impact: Chief Operating Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Sumeet Singh,"Executive Vice President, Engineering & Asset Management",Executive,EVP,Ultimate Decision Maker,Yes,Yes,,,,"**: System modernization, asset protection, engineering excellence",,PGE_Pacific_Gas_Electric_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Jennifer Hogan,"Senior Vice President, Compliance & Enterprise Risk""",Legal,SVP,Ultimate Decision Maker,Yes,Yes,,,,"**: Federal probation compliance, regulatory requirements, risk mitigation",,PGE_Pacific_Gas_Electric_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Ryan Cockerell,"Senior Vice President, Technology & Digital Innovation",Technology,SVP,Ultimate Decision Maker,Yes,Yes,,,,"**: Technology modernization, digital capabilities, innovation",,PGE_Pacific_Gas_Electric_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Influence Network,Reports directly to CEO,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,ms,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Robert Flexon,Lead Independent Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,CEO of Dynegy,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,The Transformation Coalition,CEO champion,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,The Safety Advocates,Chief Safety Officer,Executive,Other C-Suite,Executive Decision Maker,Yes,No,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,"Patricia ""Patti"" Poppe",Chief Executive Officer,Executive,CEO/President,Executive Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Adam Wright,"Executive Vice President, Operations & Chief Operating Officer",Operations,COO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,100,"Ransomware impact: Chief Operating Officer role, Operational responsibility",Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Jason Wells,Executive Vice President & Chief Financial Officer,Executive,CFO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Robert Kenney,Vice President & Chief Information Security Officer,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-037323,PGE Pacific Gas Electric,,,,,,Marlene Santos,Executive Vice President & Chief Customer Officer,Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,Pacific_Gas_and_Electric_GTM_Part_3_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
